CNPJ_FUNDO;DT_REG;CLASSE;DT_INI_CLASSE;DT_FIM_CLASSE
28.078.625/0001-95;2017-10-31;Fundo Multimercado;2017-10-27;2017-11-17
28.078.625/0001-95;2017-10-31;Fundo de Ações;2017-11-17;
28.078.716/0001-20;2017-11-08;Fundo Multimercado;2017-11-08;
28.078.725/0001-11;2017-12-11;Fundo Multimercado;2017-12-11;
28.078.733/0001-68;2017-11-28;Fundo Multimercado;2017-11-28;
28.078.745/0001-92;2017-11-28;Fundo Multimercado;2017-11-28;
28.078.755/0001-28;2017-12-12;Fundo Multimercado;2017-12-11;
28.078.762/0001-20;2017-12-01;Fundo Multimercado;2017-11-27;
28.078.766/0001-08;2017-12-06;Fundo Multimercado;2017-12-05;
28.078.769/0001-41;2017-12-06;Fundo Multimercado;2017-12-05;
28.078.776/0001-43;2017-11-30;Fundo Multimercado;2017-11-30;
28.079.790/0001-61;2018-10-22;Fundo Multimercado;2017-06-05;
28.079.797/0001-83;2018-10-22;Fundo Multimercado;2017-06-05;
28.079.817/0001-16;2018-04-12;Fundo Multimercado;2017-06-05;
28.079.856/0001-13;2018-08-24;Fundo Multimercado;2018-08-20;
28.079.873/0001-50;2022-12-01;Fundo Multimercado;2022-12-01;
28.079.883/0001-96;2018-04-03;Fundo Multimercado;2017-06-13;
28.080.450/0001-50;2017-11-28;Fundo Multimercado;2017-11-27;
28.080.458/0001-17;2017-12-12;Fundo Multimercado;2017-12-11;
28.080.467/0001-08;2017-12-12;Fundo Multimercado;2017-12-11;
28.080.492/0001-91;2017-12-11;Fundo Multimercado;2017-12-11;2018-02-23
28.080.492/0001-91;2017-12-11;Fundo de Ações;2018-02-23;
28.080.599/0001-30;2017-12-13;Fundo Multimercado;2017-12-13;
28.081.060/0001-03;2017-12-14;Fundo de Ações;2017-12-14;
28.081.071/0001-85;2017-12-14;Fundo de Ações;2017-12-14;
28.081.114/0001-22;2017-12-14;Fundo Multimercado;2017-12-13;2017-12-28
28.081.114/0001-22;2017-12-14;Fundo de Ações;2017-12-28;
28.081.127/0001-00;2017-12-14;Fundo Multimercado;2017-12-13;2017-12-28
28.081.127/0001-00;2017-12-14;Fundo de Ações;2017-12-28;
28.081.152/0001-85;2017-12-11;Fundo Multimercado;2017-12-11;
28.081.162/0001-10;2017-12-14;Fundo Multimercado;2017-12-14;
28.081.176/0001-34;2017-12-15;Fundo Multimercado;2017-12-07;
28.081.184/0001-80;2017-12-15;Fundo Multimercado;2017-12-07;
28.081.192/0001-27;2018-04-12;Fundo Multimercado;2018-04-11;
28.081.205/0001-68;2018-04-20;Fundo Multimercado;2018-04-18;
28.086.634/0001-28;2017-08-31;Fundo de Ações;2017-08-28;
28.087.314/0001-92;2017-08-18;Fundo Multimercado;2017-08-17;
28.087.339/0001-96;2017-08-23;Fundo de Ações;2017-08-22;
28.087.361/0001-36;2017-08-04;Fundo Multimercado;2017-08-03;
28.087.402/0001-94;2017-12-27;Fundo de Renda Fixa;2017-12-27;
28.087.423/0001-00;2017-08-01;Fundo Multimercado;2017-07-31;
28.098.599/0001-67;2017-08-10;Fundo Multimercado;2017-08-10;2017-10-23
28.098.599/0001-67;2017-08-10;Fundo de Ações;2017-10-23;
28.098.652/0001-20;2017-07-26;Fundo Multimercado;2017-07-26;
28.098.723/0001-94;2017-08-01;Fundo Multimercado;2017-07-31;
28.098.751/0001-01;2017-08-16;Fundo Multimercado;2017-08-15;
28.098.765/0001-25;2017-11-17;Fundo de Ações;2017-11-17;
28.122.077/0001-53;2017-08-16;Fundo Multimercado;2017-08-15;
28.122.092/0001-00;2017-07-24;Fundo Multimercado;2017-07-24;
28.122.124/0001-69;2017-08-16;Fundo Multimercado;2017-08-16;
28.122.142/0001-40;2017-10-02;Fundo de Ações;2017-09-29;
28.122.163/0001-66;2017-09-22;Fundo Multimercado;2017-09-21;
28.122.176/0001-35;2017-08-03;Fundo de Renda Fixa;2017-08-02;
28.122.220/0001-07;2017-08-09;Fundo de Renda Fixa;2017-08-09;2020-06-15
28.122.220/0001-07;2017-08-09;Fundo Multimercado;2020-06-15;
28.122.228/0001-73;2017-07-25;Fundo Multimercado;2017-07-24;
28.122.262/0001-48;2017-08-10;Fundo Multimercado;2017-08-09;
28.128.245/0001-18;2017-10-03;Fundo de Ações;2017-10-02;
28.140.746/0001-10;2017-09-26;Fundo Multimercado;2017-09-25;
28.140.756/0001-55;2017-09-26;Fundo Multimercado;2017-09-25;
28.140.793/0001-63;2017-12-18;Fundo Multimercado;2017-12-14;
28.140.810/0001-62;2017-12-08;Fundo Multimercado;2017-12-06;
28.140.850/0001-04;2017-10-04;Fundo de Renda Fixa;2017-10-02;
28.140.867/0001-61;2017-10-04;Fundo de Renda Fixa;2017-10-02;
28.140.888/0001-87;2017-09-29;Fundo Multimercado;2017-09-27;
28.140.892/0001-45;2017-10-03;Fundo Multimercado;2017-09-29;
28.140.907/0001-75;2017-10-02;Fundo Multimercado;2017-09-28;
28.140.916/0001-66;2017-10-03;Fundo de Renda Fixa;2017-09-29;
28.140.922/0001-13;2017-10-04;Fundo Multimercado;2017-10-02;
28.140.939/0001-70;2017-10-05;Fundo Multimercado;2017-10-03;
28.140.951/0001-85;2017-10-06;Fundo Multimercado;2017-10-04;
28.140.963/0001-00;2017-10-06;Fundo Multimercado;2017-10-04;
28.140.974/0001-90;2017-10-09;Fundo Multimercado;2017-10-05;
28.140.983/0001-80;2017-10-10;Fundo Multimercado;2017-10-06;
28.140.991/0001-27;2017-10-06;Fundo Multimercado;2017-10-05;
28.141.005/0001-53;2017-10-11;Fundo Multimercado;2017-10-09;
28.141.019/0001-77;2017-10-11;Fundo Multimercado;2017-10-06;
28.144.529/0001-06;2017-07-24;Fundo Multimercado;2017-07-24;
28.144.563/0001-72;2017-07-24;Fundo Multimercado;2017-07-24;
28.144.599/0001-56;2017-07-24;Fundo Multimercado;2017-07-24;
28.144.619/0001-99;2017-07-25;Fundo Multimercado;2017-07-25;
28.144.638/0001-15;2017-07-27;Fundo Multimercado;2017-07-27;
28.144.664/0001-43;2017-08-03;Fundo Multimercado;2017-08-03;
28.144.696/0001-49;2017-08-03;Fundo Multimercado;2017-08-03;
28.144.716/0001-81;2017-08-08;Fundo Multimercado;2017-07-08;
28.144.735/0001-08;2017-08-10;Fundo de Ações;2017-08-10;
28.144.770/0001-27;2017-08-10;Fundo de Ações;2017-08-10;
28.144.844/0001-25;2017-08-10;Fundo Multimercado;2017-08-10;
28.144.866/0001-95;2017-08-10;Fundo Multimercado;2017-08-10;
28.144.884/0001-77;2017-08-14;Fundo Multimercado;2017-08-14;
28.144.895/0001-57;2017-08-17;Fundo Multimercado;2017-08-14;
28.144.936/0001-05;2017-08-23;Fundo Multimercado;2017-08-23;
28.145.208/0001-18;2017-09-26;Fundo Multimercado;2017-09-21;
28.145.284/0001-23;2017-09-22;Fundo Multimercado;2017-09-20;
28.145.378/0001-00;2017-09-20;Fundo Multimercado;2017-09-18;
28.146.872/0001-81;2022-06-10;Fundo de Ações;2022-06-10;
28.152.147/0001-16;2017-11-07;Fundo Multimercado;2017-06-27;
28.152.799/0001-50;2017-09-25;Fundo de Renda Fixa;2017-06-13;
28.152.842/0001-88;2017-09-25;Fundo de Ações;2017-06-13;2018-11-22
28.152.842/0001-88;2017-09-25;Fundo Multimercado;2018-11-22;2021-08-09
28.152.842/0001-88;2017-09-25;Fundo de Ações;2021-08-09;
28.153.046/0001-60;2017-10-24;Fundo Multimercado;2017-06-13;
28.153.439/0001-73;2017-10-13;Fundo Multimercado;2017-06-13;
28.153.494/0001-63;2017-11-27;Fundo Multimercado;2017-06-13;
28.153.538/0001-55;2017-12-13;Fundo de Ações;2017-06-13;
28.153.556/0001-37;2017-12-12;Fundo Multimercado;2017-06-13;
28.194.713/0001-52;2017-11-01;Fundo de Renda Fixa;2017-06-07;2017-11-13
28.194.713/0001-52;2017-11-01;Fundo Multimercado;2017-11-13;
28.194.756/0001-38;2017-07-27;Fundo Multimercado;2017-06-09;
28.205.295/0001-51;2017-10-16;Fundo Multimercado;2017-10-11;
28.205.308/0001-92;2017-10-17;Fundo de Renda Fixa;2017-10-16;
28.205.534/0001-73;2017-10-19;Fundo Multimercado;2017-10-17;
28.205.553/0001-08;2017-10-24;Fundo Multimercado;2017-10-20;
28.205.910/0001-20;2017-10-23;Fundo Multimercado;2017-10-18;
28.206.114/0001-01;2017-10-25;Fundo Multimercado;2017-10-23;
28.206.129/0001-70;2017-10-26;Fundo Multimercado;2017-10-24;
28.206.161/0001-55;2017-10-16;Fundo Multimercado;2017-10-11;
28.206.220/0001-95;2017-07-25;Fundo de Renda Fixa;2017-07-25;
28.206.242/0001-55;2017-07-25;Fundo Multimercado;2017-07-25;
28.206.271/0001-17;2017-08-23;Fundo Multimercado;2017-08-23;
28.206.291/0001-98;2017-08-18;Fundo de Renda Fixa;2017-08-18;
28.206.307/0001-62;2018-05-16;Fundo de Ações;2018-05-16;
28.206.335/0001-80;2017-07-28;Fundo Multimercado;2017-07-28;
28.206.355/0001-50;2017-08-03;Fundo Multimercado;2017-08-03;
28.206.371/0001-43;2017-08-03;Fundo Multimercado;2017-08-03;
28.206.392/0001-69;2017-08-02;Fundo Multimercado;2017-08-02;
28.227.560/0001-00;2018-09-03;Fundo Multimercado;2018-09-03;
28.235.629/0001-30;2017-09-29;Fundo Multimercado;2017-09-29;
28.235.656/0001-02;2017-10-26;Fundo de Ações;2017-10-26;
28.235.674/0001-94;2017-09-29;Fundo Multimercado;2017-09-29;
28.246.543/0001-02;2017-08-10;Fundo Multimercado;2017-08-10;
28.246.561/0001-94;2017-09-20;Fundo de Renda Fixa;2017-09-18;
28.246.588/0001-87;2018-01-02;Fundo Multimercado;2017-12-28;
28.246.609/0001-64;2017-09-05;Fundo de Ações;2017-09-04;
28.246.632/0001-59;2018-01-04;Fundo de Renda Fixa;2018-01-02;
28.246.652/0001-20;2017-12-01;Fundo Multimercado;2017-11-30;
28.246.671/0001-56;2017-09-20;Fundo Multimercado;2017-09-19;
28.247.030/0001-16;2017-08-30;Fundo Multimercado;2017-08-30;2017-12-27
28.247.030/0001-16;2017-08-30;Fundo de Ações;2017-12-27;
28.247.048/0001-18;2017-11-22;Fundo Multimercado;2017-11-22;
28.247.067/0001-44;2017-11-23;Fundo Multimercado;2017-11-23;
28.253.950/0001-47;2017-09-13;Fundo Multimercado;2017-09-11;
28.253.954/0001-25;2017-09-14;Fundo Multimercado;2017-09-14;
28.254.364/0001-17;2017-12-22;Fundo Multimercado;2017-06-28;2017-12-27
28.254.364/0001-17;2017-12-22;Fundo de Ações;2017-12-27;
28.254.390/0001-45;2017-12-15;Fundo Multimercado;2017-07-10;
28.254.509/0001-80;2017-08-28;Fundo Multimercado;2017-08-28;
28.254.513/0001-48;2017-08-28;Fundo Multimercado;2017-08-28;
28.254.516/0001-81;2017-08-28;Fundo Multimercado;2017-08-28;
28.254.520/0001-40;2017-08-07;Fundo Multimercado;2017-08-07;
28.254.523/0001-83;2017-08-03;Fundo Multimercado;2017-08-03;
28.254.528/0001-06;2017-08-25;Fundo Multimercado;2017-08-25;
28.254.529/0001-50;2017-08-25;Fundo Multimercado;2017-08-25;
28.254.533/0001-19;2017-08-25;Fundo Multimercado;2017-08-25;
28.254.539/0001-96;2017-08-25;Fundo Multimercado;2017-08-25;
28.254.542/0001-00;2017-08-25;Fundo Multimercado;2017-08-25;
28.254.550/0001-56;2017-08-10;Fundo de Ações;2017-08-10;
28.254.554/0001-34;2017-08-11;Fundo Multimercado;2017-08-11;
28.254.557/0001-78;2017-08-09;Fundo de Renda Fixa;2017-08-09;
28.254.564/0001-70;2017-11-28;Fundo Multimercado;2017-11-28;
28.254.572/0001-16;2017-08-17;Fundo Multimercado;2017-08-17;
28.254.580/0001-62;2017-08-17;Fundo Multimercado;2017-08-17;
28.254.584/0001-40;2018-05-16;Fundo Multimercado;2018-05-16;
28.254.588/0001-29;2017-08-16;Fundo Multimercado;2017-08-16;
28.254.592/0001-97;2017-08-15;Fundo Multimercado;2017-06-26;
28.254.868/0001-37;2017-08-29;Fundo de Ações;2017-08-29;
28.254.874/0001-94;2017-08-29;Fundo de Ações;2017-08-29;
28.254.895/0001-00;2017-08-29;Fundo de Ações;2017-08-29;
28.254.925/0001-88;2017-08-29;Fundo de Ações;2017-08-29;
28.259.413/0001-04;2017-09-06;Fundo Multimercado;2017-09-06;
28.259.415/0001-01;2017-10-27;Fundo de Renda Fixa;2017-10-26;
28.260.376/0001-54;2017-09-04;Fundo Multimercado;2017-08-31;
28.260.437/0001-83;2017-09-06;Fundo de Ações;2017-09-01;
28.260.490/0001-84;2017-08-21;Fundo Multimercado;2017-08-21;
28.260.530/0001-98;2018-11-09;Fundo de Ações;2018-10-22;
28.260.563/0001-38;2017-09-13;Fundo Multimercado;2017-09-13;
28.267.422/0001-47;2017-10-27;Fundo Multimercado;2017-06-28;
28.272.960/0001-20;2019-02-28;Fundo Multimercado;2019-02-22;
28.272.963/0001-63;2017-08-31;Fundo Multimercado;2017-08-28;
28.274.079/0001-68;2018-01-04;Fundo Multimercado;2018-01-02;
28.280.864/0001-23;2017-12-12;Fundo Multimercado;2017-12-08;
28.280.879/0001-91;2017-12-13;Fundo Multimercado;2017-12-11;
28.280.887/0001-38;2017-12-20;Fundo Multimercado;2017-12-19;
28.280.901/0001-01;2017-11-23;Fundo de Renda Fixa;2017-11-21;
28.280.911/0001-39;2017-12-14;Fundo Multimercado;2017-12-11;
28.280.921/0001-74;2017-12-14;Fundo Multimercado;2017-12-11;
28.280.933/0001-07;2017-11-23;Fundo Multimercado;2017-11-22;
28.280.940/0001-09;2017-11-24;Fundo Multimercado;2017-11-22;
28.280.945/0001-23;2018-04-12;Fundo de Renda Fixa;2018-04-10;
28.280.953/0001-70;2017-12-06;Fundo Multimercado;2017-12-04;
28.280.961/0001-16;2017-11-24;Fundo Multimercado;2017-11-22;
28.280.963/0001-05;2017-10-26;Fundo Multimercado;2017-10-24;
28.280.971/0001-51;2017-11-27;Fundo de Ações;2017-11-24;
28.280.983/0001-86;2017-12-04;Fundo de Ações;2017-11-30;
28.280.991/0001-22;2017-11-24;Fundo Multimercado;2017-11-22;
28.280.995/0001-00;2017-11-03;Fundo de Renda Fixa;2017-11-01;
28.281.010/0001-61;2017-11-08;Fundo Multimercado;2017-11-03;
28.281.017/0001-83;2017-10-27;Fundo Multimercado;2017-10-25;
28.281.028/0001-63;2017-10-27;Fundo Multimercado;2017-10-26;
28.286.936/0001-40;2018-06-12;Fundo Multimercado;2018-05-23;
28.287.037/0001-61;2017-08-30;Fundo Multimercado;2017-08-29;
28.287.052/0001-00;2017-08-30;Fundo Multimercado;2017-08-30;
28.287.069/0001-67;2017-09-05;Fundo Multimercado;2017-09-05;
28.287.094/0001-40;2017-09-06;Fundo Multimercado;2017-09-06;
28.287.169/0001-93;2017-09-14;Fundo Multimercado;2017-09-14;
28.287.180/0001-53;2017-09-14;Fundo Multimercado;2017-09-14;
28.289.089/0001-77;2017-09-19;Fundo de Ações;2017-09-15;
28.289.141/0001-95;2017-09-15;Fundo Multimercado;2017-09-15;
28.289.146/0001-18;2017-09-20;Fundo Multimercado;2017-09-20;
28.289.160/0001-11;2017-09-20;Fundo Multimercado;2017-09-20;
28.289.191/0001-72;2017-09-22;Fundo Multimercado;2017-09-21;
28.289.196/0001-03;2017-09-20;Fundo Multimercado;2017-07-17;
28.289.201/0001-70;2018-01-30;Fundo Multimercado;2018-01-29;
28.289.215/0001-93;2018-07-26;Fundo Multimercado;2018-07-26;
28.289.229/0001-07;2017-09-25;Fundo de Renda Fixa;2017-09-22;2018-04-06
28.289.229/0001-07;2017-09-25;Fundo Multimercado;2018-04-06;
28.296.352/0001-55;2017-08-08;Fundo Multimercado;2017-05-26;
28.296.441/0001-00;2017-08-08;Fundo Multimercado;2017-05-26;
28.296.451/0001-37;2017-08-08;Fundo Multimercado;2017-05-26;
28.296.470/0001-63;2017-08-08;Fundo Multimercado;2017-05-26;
28.296.477/0001-85;2017-08-08;Fundo Multimercado;2017-05-26;
28.296.482/0001-98;2017-08-08;Fundo Multimercado;2017-05-26;
28.296.490/0001-34;2017-08-08;Fundo Multimercado;2017-05-26;
28.296.492/0001-23;2017-08-08;Fundo Multimercado;2017-05-26;
28.296.494/0001-12;2017-08-08;Fundo Multimercado;2017-05-26;
28.296.505/0001-64;2017-08-08;Fundo Multimercado;2017-05-26;
28.319.434/0001-78;2017-09-14;Fundo de Renda Fixa;2017-06-07;
28.319.463/0001-30;2017-08-29;Fundo de Ações;2017-06-07;
28.320.600/0001-56;2017-11-01;Fundo de Ações;2017-10-30;
28.320.626/0001-02;2017-11-01;Fundo de Ações;2017-10-30;
28.320.645/0001-20;2018-09-04;Fundo de Ações;2018-08-31;
28.320.666/0001-46;2018-02-20;Fundo de Ações;2018-02-20;
28.320.686/0001-17;2018-02-19;Fundo de Renda Fixa;2018-02-16;
28.320.756/0001-37;2019-01-17;Fundo de Renda Fixa;2019-01-15;
28.320.808/0001-75;2019-01-28;Fundo de Renda Fixa;2019-01-28;
28.320.830/0001-15;2019-02-11;Fundo de Renda Fixa;2018-02-11;
28.320.857/0001-08;2019-04-05;Fundo de Renda Fixa;2019-04-03;
28.320.881/0001-47;2018-05-21;Fundo Multimercado;2018-05-21;
28.320.900/0001-35;2017-08-28;Fundo de Renda Fixa;2017-08-28;
28.320.922/0001-03;2017-08-22;Fundo de Renda Fixa;2017-08-22;
28.320.948/0001-43;2017-08-29;Fundo de Renda Fixa;2017-08-29;
28.320.973/0001-27;2017-08-29;Fundo de Renda Fixa;2017-08-29;
28.320.997/0001-86;2017-08-22;Fundo de Renda Fixa;2017-08-22;
28.321.026/0001-50;2017-08-28;Fundo de Renda Fixa;2017-08-28;
28.321.046/0001-21;2017-08-23;Fundo de Renda Fixa;2017-08-23;
28.321.061/0001-70;2017-08-16;Fundo Multimercado;2017-08-16;
28.321.085/0001-29;2017-08-24;Fundo Multimercado;2017-08-24;
28.321.101/0001-83;2017-08-24;Fundo Multimercado;2017-08-24;
28.321.120/0001-00;2017-09-20;Fundo Multimercado;2017-09-20;
28.321.142/0001-70;2017-09-04;Fundo de Renda Fixa;2017-09-04;
28.321.170/0001-97;2017-09-04;Fundo Multimercado;2017-09-04;
28.321.199/0001-79;2017-09-04;Fundo Multimercado;2017-09-04;
28.321.220/0001-36;2017-09-01;Fundo Multimercado;2017-09-01;
28.321.288/0001-15;2017-09-04;Fundo Multimercado;2017-09-04;
28.321.311/0001-71;2017-09-06;Fundo Multimercado;2017-09-06;
28.323.235/0001-33;2017-08-03;Fundo Multimercado;2017-07-21;
28.345.306/0001-07;2017-08-08;Fundo Multimercado;2017-05-26;
28.345.314/0001-45;2017-09-14;Fundo Multimercado;2017-05-26;
28.345.321/0001-47;2017-09-15;Fundo Multimercado;2017-05-26;2017-12-14
28.345.321/0001-47;2017-09-15;Fundo de Ações;2017-12-14;
28.345.327/0001-14;2017-09-15;Fundo Multimercado;2017-05-26;
28.345.337/0001-50;2017-09-15;Fundo Multimercado;2017-05-26;
28.345.351/0001-53;2017-09-15;Fundo Multimercado;2017-05-26;
28.345.356/0001-86;2017-09-15;Fundo Multimercado;2017-05-26;
28.345.363/0001-88;2017-09-15;Fundo Multimercado;2017-05-26;
28.353.060/0001-07;2019-02-19;Fundo Multimercado;2019-02-15;
28.364.501/0001-76;2022-12-15;Fundo Multimercado;2022-12-15;
28.364.567/0001-66;2017-09-15;Fundo Multimercado;2017-05-26;
28.364.587/0001-37;2017-09-15;Fundo Multimercado;2017-05-26;
28.364.653/0001-79;2017-09-15;Fundo Multimercado;2017-05-26;
28.364.710/0001-10;2017-09-15;Fundo Multimercado;2017-05-26;
28.364.773/0001-76;2017-09-15;Fundo Multimercado;2017-05-26;
28.376.124/0001-95;2017-10-27;Fundo Multimercado;2017-06-28;
28.376.204/0001-40;2017-09-19;Fundo Multimercado;2017-06-28;
28.376.229/0001-44;2017-12-22;Fundo Multimercado;2017-06-28;2017-12-27
28.376.229/0001-44;2017-12-22;Fundo de Ações;2017-12-27;
28.386.117/0001-74;2018-01-18;Fundo de Ações;2018-01-17;
28.386.148/0001-25;2017-09-18;Fundo de Ações;2017-09-15;
28.386.172/0001-64;2017-09-27;Fundo Multimercado;2017-09-26;
28.386.193/0001-80;2017-09-27;Fundo de Ações;2017-09-27;
28.386.218/0001-45;2017-09-13;Fundo Multimercado;2017-09-13;
28.386.252/0001-10;2017-09-13;Fundo de Renda Fixa;2017-09-11;
28.386.255/0001-53;2017-09-12;Fundo Multimercado;2017-09-11;
28.386.260/0001-66;2017-09-12;Fundo Multimercado;2017-09-11;
28.386.283/0001-70;2019-02-14;Fundo Multimercado;2019-02-13;
28.386.320/0001-40;2017-10-09;Fundo Multimercado;2017-10-06;
28.386.376/0001-03;2017-09-18;Fundo de Ações;2017-09-18;
28.386.410/0001-31;2017-10-26;Fundo Multimercado;2017-10-26;
28.396.480/0001-70;2017-09-29;Fundo Multimercado;2017-09-27;
28.396.493/0001-40;2017-09-21;Fundo Multimercado;2017-09-21;
28.396.561/0001-70;2017-09-27;Fundo de Ações;2017-09-27;
28.396.582/0001-96;2017-10-18;Fundo Multimercado;2017-10-17;
28.396.597/0001-54;2017-09-26;Fundo Multimercado;2017-09-25;
28.396.618/0001-31;2017-10-06;Fundo Multimercado;2017-10-04;
28.396.644/0001-60;2017-10-16;Fundo de Ações;2017-10-16;
28.407.861/0001-08;2017-10-31;Fundo de Renda Fixa;2017-10-31;
28.407.875/0001-21;2017-10-04;Fundo de Ações;2017-10-03;
28.408.007/0001-66;2017-11-10;Fundo de Renda Fixa;2017-11-06;
28.408.016/0001-57;2019-05-13;Fundo de Renda Fixa;2019-05-10;
28.408.034/0001-39;2017-10-02;Fundo Multimercado;2017-10-02;
28.408.114/0001-94;2017-09-22;Fundo Multimercado;2017-09-22;
28.408.121/0001-96;2018-05-29;Fundo de Ações;2018-05-28;
28.408.139/0001-98;2017-10-09;Fundo de Ações;2017-10-06;
28.418.221/0001-01;2017-11-06;Fundo Multimercado;2017-11-06;
28.418.228/0001-15;2017-11-10;Fundo de Renda Fixa;2017-11-06;
28.419.514/0001-03;2017-08-22;Fundo de Ações;2017-08-22;
28.427.957/0001-38;2017-08-28;Fundo Multimercado;2017-08-28;
28.427.968/0001-18;2017-08-28;Fundo Multimercado;2017-08-28;
28.427.971/0001-31;2017-08-29;Fundo Multimercado;2017-08-29;
28.427.984/0001-00;2017-08-29;Fundo Multimercado;2017-08-29;
28.427.997/0001-80;2017-08-29;Fundo Multimercado;2017-08-29;
28.428.005/0001-39;2017-08-24;Fundo Multimercado;2017-08-24;
28.428.020/0001-87;2017-09-01;Fundo Multimercado;2017-09-01;
28.428.029/0001-98;2017-09-11;Fundo Multimercado;2017-09-11;
28.428.057/0001-05;2017-09-12;Fundo Multimercado;2017-09-12;
28.428.069/0001-30;2017-10-18;Fundo de Renda Fixa;2017-10-18;
28.428.077/0001-86;2017-10-18;Fundo de Renda Fixa;2017-10-18;
28.428.099/0001-46;2017-10-26;Fundo de Ações;2017-10-26;2020-07-29
28.428.099/0001-46;2017-10-26;Fundo Multimercado;2020-07-29;
28.428.129/0001-14;2017-10-27;Fundo Multimercado;2017-10-27;
28.428.137/0001-60;2017-10-27;Fundo de Ações;2017-10-27;
28.428.151/0001-64;2017-09-28;Fundo de Renda Fixa;2017-09-28;
28.428.164/0001-33;2017-10-02;Fundo de Renda Fixa;2017-10-02;
28.428.179/0001-00;2017-10-30;Fundo Multimercado;2017-10-30;
28.428.202/0001-58;2017-10-30;Fundo Multimercado;2017-10-30;
28.428.211/0001-49;2017-10-30;Fundo Multimercado;2017-10-30;
28.428.226/0001-07;2017-10-30;Fundo Multimercado;2017-10-30;
28.428.239/0001-86;2017-11-29;Fundo Multimercado;2017-11-29;
28.428.255/0001-79;2017-11-27;Fundo Multimercado;2017-11-27;
28.428.287/0001-74;2017-11-27;Fundo Multimercado;2017-11-27;
28.428.297/0001-00;2017-12-05;Fundo Multimercado;2017-12-05;
28.428.790/0001-20;2017-11-14;Fundo Multimercado;2017-11-10;
28.433.700/0001-99;2018-05-11;Fundo de Renda Fixa;2018-05-10;
28.439.394/0001-06;2017-11-28;Fundo de Ações;2017-11-28;
28.439.407/0001-39;2017-11-28;Fundo de Ações;2017-11-28;
28.454.125/0001-00;2017-09-25;Fundo Multimercado;2017-09-22;
28.454.135/0001-46;2017-09-25;Fundo Multimercado;2017-09-22;
28.454.147/0001-70;2017-09-25;Fundo Multimercado;2017-09-22;
28.454.156/0001-61;2019-09-05;Fundo Multimercado;2019-09-05;
28.454.160/0001-20;2017-09-29;Fundo Multimercado;2017-09-29;
28.454.167/0001-41;2017-10-03;Fundo Multimercado;2017-10-03;
28.454.176/0001-32;2017-10-05;Fundo Multimercado;2017-10-04;
28.454.185/0001-23;2017-10-09;Fundo Multimercado;2017-10-09;
28.454.200/0001-33;2017-10-19;Fundo Multimercado;2017-10-16;
28.454.209/0001-44;2017-10-17;Fundo Multimercado;2017-10-16;
28.454.214/0001-57;2017-10-19;Fundo Multimercado;2017-10-19;
28.454.218/0001-35;2017-10-20;Fundo Multimercado;2017-10-20;
28.454.226/0001-81;2017-10-31;Fundo Multimercado;2017-10-31;
28.454.237/0001-61;2017-11-01;Fundo Multimercado;2017-11-01;
28.454.246/0001-52;2017-11-09;Fundo Multimercado;2017-11-09;
28.461.406/0001-90;2017-08-22;Fundo de Renda Fixa;2017-08-16;
28.461.419/0001-60;2017-08-22;Fundo de Renda Fixa;2017-08-16;
28.462.423/0001-42;2017-12-04;Fundo Multimercado;2017-12-04;
28.462.440/0001-80;2017-11-28;Fundo Multimercado;2017-11-28;
28.462.461/0001-03;2017-08-30;Fundo de Ações;2017-08-30;
28.470.587/0001-11;2017-11-10;Fundo de Ações;2017-11-10;
